place_id,name,main_category,sub_category,kakao_category,address_road,address_jibun,lat,lon,region,region_depth_2,phone
P_0001,1100고지드라이브코스,관광지,"여행,명소>거리,골목",,,제주특별자치도 서귀포시 중문동 산 1-2,33.3414497507649,126.461466325975,남부,서귀포시,
P_0002,1100도로드라이브,관광지,"여행,명소>거리,골목",,,제주특별자치도 서귀포시 대포동 산 6-2,33.3001084475478,126.458577312441,남부,서귀포시,
P_0003,M1971 요트투어,관광지,"스포츠,오락>요트",,제주특별자치도 서귀포시 대정읍 최남단해안로 120,제주특별자치도 서귀포시 대정읍 하모리 646-20,33.2105460728876,126.257605181651,남부,서귀포시,
P_0004,가파도,관광지,"여행,명소>섬",,,제주특별자치도 서귀포시 대정읍 가파리,33.169731937091,126.271293664433,남부,서귀포시,
P_0005,감귤카트,관광지,"스포츠,오락>카트장",,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629,33.2548548576598,126.409261291748,남부,서귀포시,
P_0006,감따남,관광지,테마카페,,제주특별자치도 서귀포시 월산로 16,제주특별자치도 서귀포시 강정동 1890-2,33.2620474544319,126.494537807177,남부,서귀포시,
P_0007,강정해오름노을길,관광지,여행,"여행 > 관광,명소 > 테마거리",제주특별자치도 서귀포시 말질로 279,제주특별자치도 서귀포시 강정동 4965-8,33.2275591,126.4780463,남부,서귀포시,064-739-2067
P_0008,거린사슴전망대,관광지,"여행,명소>전망대",,제주특별자치도 서귀포시 1100로 791,제주특별자치도 서귀포시 대포동 산 2-1,33.306580224888,126.451662119214,남부,서귀포시,
P_0009,걸매생태공원,관광지,"여행,명소>자연,생태공원",,,제주특별자치도 서귀포시 서홍동 1207,33.2514199379663,126.554744909063,남부,서귀포시,
P_0010,고근산,관광지,지도정보,"여행 > 관광,명소 > 산",제주 서귀포시,제주특별자치도 서귀포시 서호동 1286-1,33.2667925,126.5128723,남부,서귀포시,
P_0011,고살리숲길,관광지,여행,"여행 > 관광,명소 > 숲",제주 서귀포시,제주특별자치도 서귀포시 남원읍 하례리 산 53-3,33.3168279,126.5981942,남부,서귀포시,064-733-8009
P_0012,고요편지,관광지,쇼핑,"문화,예술 > 도서 > 서점",제주특별자치도 서귀포시 효돈로 175,제주특별자치도 서귀포시 하효동 129,33.2637928,126.6176525,남부,서귀포시,0507-1349-6927
P_0013,공간오름,관광지,"문화,예술>복합문화공간",,제주특별자치도 서귀포시 열리로 33-5,제주특별자치도 서귀포시 상예동 1173,33.2480796297669,126.39352723425,남부,서귀포시,
P_0014,광치기해변,관광지,여행,,제주 서귀포시,제주특별자치도 서귀포시,33.25406463,126.5595635,남부,서귀포시,
P_0015,구두미포구,관광지,교통,"교통,수송 > 교통시설 > 항구,포구",제주 서귀포시,제주특별자치도 서귀포시 보목동,33.2366127,126.5966116,남부,서귀포시,
P_0016,그랑블루요트투어,관광지,"스포츠,오락>요트",,제주특별자치도 서귀포시 대포로 172-7,제주특별자치도 서귀포시 대포동 2184-7,33.2383136633783,126.439451293461,남부,서귀포시,
P_0017,남원용암해수풀장,관광지,여가,"여행 > 관광,명소 > 테마파크 > 워터테마파크",제주특별자치도 서귀포시 남원읍 남태해안로 140,제주특별자치도 서귀포시 남원읍 남원리 91-6,33.2778172,126.7196045,남부,서귀포시,064-764-8080
P_0018,남쪽나라펜션,관광지,숙박>펜션,,제주특별자치도 서귀포시 천제연로 135,제주특별자치도 서귀포시 중문동 1489-2,33.2537647728155,126.419730954186,남부,서귀포시,
P_0019,낭만잡화점,관광지,,"가정,생활 > 패션 > 패션잡화점",제주특별자치도 서귀포시 태평로 450,제주특별자치도 서귀포시 서귀동 148-1,33.24636921,126.5679413,남부,서귀포시,
P_0020,논짓물 해수 족욕카페,관광지,"카페,디저트>테마카페",,제주특별자치도 서귀포시 논짓물로 13,제주특별자치도 서귀포시 하예동 580,33.2371944075255,126.388107383064,남부,서귀포시,
P_0021,다즈랩 I 다즈랜드,관광지,일반,,제주특별자치도 서귀포시 신서로32번길 5-14,제주특별자치도 서귀포시 강정동 170,33.25372969,126.5058447,남부,서귀포시,
P_0022,대포주상절리,관광지,여행,"여행 > 관광,명소 > 바위",제주특별자치도 서귀포시 이어도로 36-24,제주특별자치도 서귀포시 중문동 2757-10,33.23890364,126.4264867,남부,서귀포시,064-738-1521
P_0023,대포해안주상절리대,관광지,"여행,명소>기념물",,제주특별자치도 서귀포시 이어도로 36-24,제주특별자치도 서귀포시 중문동 2757-10,33.2386995873351,126.426443828098,남부,서귀포시,
P_0024,더 그랜드 섬오름,관광지,숙박>호텔,,제주특별자치도 서귀포시 막숙포로 118,제주특별자치도 서귀포시 법환동 1498,33.2328488894015,126.509720709036,남부,서귀포시,
P_0025,돈내코유원지,관광지,여행,,제주 서귀포시,제주특별자치도 서귀포시,33.25406463,126.5595635,남부,서귀포시,
P_0026,돌낭예술정원,관광지,"여행,명소>식물원,수목원",,제주특별자치도 서귀포시 남원읍 서성로 544-35,제주특별자치도 서귀포시 남원읍 위미리 3744-2,33.320075860548,126.654238028861,남부,서귀포시,
P_0027,동홍동솔오름전망대,관광지,여행,"여행 > 관광,명소 > 전망대",제주 서귀포시,제주특별자치도 서귀포시 동홍동 2150-1,33.2916167,126.5558875,남부,서귀포시,
P_0028,떡집똘래미,관광지,쇼핑,,제주특별자치도 서귀포시 중앙로54번길 38,제주특별자치도 서귀포시 서귀동 276-2,33.24977214,126.5635759,남부,서귀포시,
P_0029,라바북스,관광지,,"문화,예술 > 도서 > 서점",제주특별자치도 서귀포시 남원읍 태위로 87,제주특별자치도 서귀포시 남원읍 위미리 3192-5,33.27443514,126.656815,남부,서귀포시,010-4416-0444
P_0030,런닝맨 제주점,관광지,"여행,명소>테마파크",,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629,33.2548548576598,126.409261291748,남부,서귀포시,
P_0031,마녀의언덕 브런치카페,관광지,브런치카페,,제주특별자치도 서귀포시 예래해안로 205,제주특별자치도 서귀포시 하예동 702,33.2341259303035,126.38458269938,남부,서귀포시,
P_0032,막숙물,관광지,지도정보,,제주 서귀포시,제주특별자치도 서귀포시,33.25406463,126.5595635,남부,서귀포시,
P_0033,망장포구,관광지,여행,"교통,수송 > 교통시설 > 항구,포구",제주 서귀포시 하례망장포로 65-13,제주특별자치도 서귀포시 남원읍 하례리,33.25975,126.6395375,남부,서귀포시,
P_0034,맥도날드 제주중문DT점,관광지,양식>햄버거,,제주특별자치도 서귀포시 중문관광로 38,제주특별자치도 서귀포시 색달동 2558-1,33.2549647969324,126.41355403225,남부,서귀포시,
P_0035,모슬포중앙시장,관광지,,"가정,생활 > 시장",제주특별자치도 서귀포시 대정읍 하모리 822-7,제주특별자치도 서귀포시 대정읍 하모리 822-7,33.22184918,126.2548765,남부,서귀포시,
P_0036,물영아리,관광지,"여행,명소>오름",,,제주특별자치도 서귀포시 남원읍 수망리 산 188,33.3677824689664,126.691706033201,남부,서귀포시,
P_0037,물영아리오름습지,관광지,지도정보,,제주 서귀포시,제주특별자치도 서귀포시,33.25406463,126.5595635,남부,서귀포시,
P_0038,미카도스시 제주중문점,관광지,"음식점>일식>초밥,롤",,제주특별자치도 서귀포시 중문상로 28,제주특별자치도 서귀포시 중문동 2051,33.250632195381,126.425209862535,남부,서귀포시,
P_0039,박물관은살아있다 제주,관광지,"여행,명소>테마파크",,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629,33.2548548576598,126.409261291748,남부,서귀포시,
P_0040,법환포구,관광지,여행,"교통,수송 > 교통시설 > 항구,포구",제주 서귀포시,제주특별자치도 서귀포시 법환동 286-3,33.2371763,126.5154,남부,서귀포시,
P_0041,베릿내공원,관광지,여행,여행 > 공원,제주 서귀포시,제주특별자치도 서귀포시 색달동 3371-6,33.2457625,126.418224,남부,서귀포시,
P_0042,베릿내공원정자스탬프찍는곳,관광지,"여행,명소>거리,골목",,,제주특별자치도 서귀포시 색달동,33.2789963105327,126.408364083646,남부,서귀포시,
P_0043,베릿내오름,관광지,"여행,명소>오름",,,제주특별자치도 서귀포시 중문동,33.2533312875494,126.433639283924,남부,서귀포시,
P_0044,베릿네오름,관광지,여행,"여행 > 관광,명소 > 오름",제주 서귀포시,제주특별자치도 서귀포시 중문동 3712,33.2473304,126.4219923,남부,서귀포시,
P_0045,베릿네오름,관광지,"여행,명소>오름",,,제주특별자치도 서귀포시 중문동 2314-2,33.2474033861705,126.422056311463,남부,서귀포시,
P_0046,별내린전망대,관광지,"여행,명소>전망대",,,제주특별자치도 서귀포시 색달동 2943,33.2475369144523,126.417533433838,남부,서귀포시,
P_0047,별내린전망대주차장,관광지,교통시설>주차장,,,제주특별자치도 서귀포시 색달동 2947,33.2467814798062,126.417560120058,남부,서귀포시,
P_0048,블룸호텔,관광지,숙박>호텔,,제주특별자치도 서귀포시 중문관광로72번길 53,제주특별자치도 서귀포시 색달동 2812-2,33.2498669767771,126.408175645734,남부,서귀포시,
P_0049,사라오름,관광지,여행,"여행 > 관광,명소 > 오름",제주 서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,33.3719352,126.5708756,남부,서귀포시,064-710-7826
P_0050,사우스쇼어,관광지,"음식점>카페,디저트",,,제주특별자치도 서귀포시 하원동 1633,33.2434694440555,126.455180837069,남부,서귀포시,
P_0051,산짓물물놀이장,관광지,여가,,제주특별자치도 서귀포시 중산간동로 7971,제주특별자치도 서귀포시 동홍동 1288,33.26430131,126.5647208,남부,서귀포시,
P_0052,새연교,관광지,여행,"교통,수송 > 도로시설 > 교량,다리",제주 서귀포시,제주특별자치도 서귀포시 서홍동 707-4,33.2384435,126.559029,남부,서귀포시,064-760-2654
P_0053,색달생수천 생태문화공원,관광지,여행,여행 > 공원,제주 서귀포시 색달로 25,제주특별자치도 서귀포시 색달동 2137-6,33.260419,126.4062137,남부,서귀포시,064-738-9360
P_0054,색달포레스트,관광지,"자연명소>휴양림,산림욕장",,제주특별자치도 서귀포시 산록남로1241번길 196-16,제주특별자치도 서귀포시 색달동 산 3,33.3127209850779,126.426466987349,남부,서귀포시,
P_0055,생수천생태문화공원 물놀이장,관광지,여가,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",제주 서귀포시,제주특별자치도 서귀포시 색달동 2055,33.2608326,126.4058925,남부,서귀포시,
P_0056,서건도,관광지,여행,"여행 > 관광,명소 > 섬",제주 서귀포시,제주특별자치도 서귀포시 강정동 산 1,33.2298583,126.4983406,남부,서귀포시,
P_0057,서귀포자연휴양림,관광지,여행,"여행 > 관광,명소 > 자연휴양림",제주특별자치도 서귀포시 1100로 882,제주특별자치도 서귀포시 대포동 산 1-8,33.3115019,126.4587547,남부,서귀포시,064-738-4544
P_0058,서귀포잠수함,관광지,"레저,테마>잠수함",,제주특별자치도 서귀포시 남성중로 40,제주특별자치도 서귀포시 서홍동 707-5,33.2394160375864,126.558476432421,남부,서귀포시,
P_0059,세계조가비박물관,관광지,"여행,명소>박물관",,제주특별자치도 서귀포시 태평로 284,제주특별자치도 서귀포시 서홍동 557-1,33.2475390531659,126.551683118452,남부,서귀포시,
P_0060,세븐일레븐 서귀포라마다점,관광지,마트/편의점,,제주특별자치도 서귀포시 서호중로 55,제주특별자치도 서귀포시 서호동 1524-7,33.254477,126.519265,남부,서귀포시,
P_0061,소모소,관광지,쇼핑,"가정,생활 > 패션 > 의류판매",제주특별자치도 서귀포시 태평로449번길 11,제주특별자치도 서귀포시 서귀동 197-1,33.2476065,126.5675728,남부,서귀포시,
P_0062,소정방폭포,관광지,"여행,명소>폭포",,,제주특별자치도 서귀포시 토평동,33.2820201719844,126.585156345365,남부,서귀포시,
P_0063,소천지,관광지,여행,"여행 > 관광,명소",제주 서귀포시,제주특별자치도 서귀포시 보목동 1400,33.2395709,126.5920947,남부,서귀포시,
P_0064,속골유원지,관광지,여행,"여행 > 관광,명소 > 유원지",제주 서귀포시,제주특별자치도 서귀포시 서호동 85,33.2413568,126.5266832,남부,서귀포시,
P_0065,솜반천,관광지,지도정보,부동산 > 지명,제주 서귀포시 중산간동로 8070,제주특별자치도 서귀포시 서홍동,33.2531988,126.5530638,남부,서귀포시,
P_0066,송악산,관광지,"여행,명소>산",,제주특별자치도 서귀포시 대정읍 송악관광로 421-1,제주특별자치도 서귀포시 대정읍 상모리 131,33.2077427618298,126.290904618858,남부,서귀포시,
P_0067,송악산둘레길,관광지,"여행,명소>도보코스",,,제주특별자치도 서귀포시 대정읍 상모리 245,33.1961569211182,126.291359305265,남부,서귀포시,
P_0068,송악산산방산해안도로,관광지,"여행,명소>거리,골목",,,제주특별자치도 서귀포시 대정읍 상모리 196-1,33.2021797883801,126.292603116771,남부,서귀포시,
P_0069,쇠소깍다리 스탬프찍는곳,관광지,"여행,명소>거리,골목",,,제주특별자치도 서귀포시 하효동,33.2566103527045,126.618338420041,남부,서귀포시,
P_0070,숲으로,관광지,"여행,명소>체험여행",,제주특별자치도 서귀포시 대정읍 추사로38번길 214,제주특별자치도 서귀포시 대정읍 안성리 1985,33.2682484764825,126.278255309194,남부,서귀포시,
P_0071,신도포구,관광지,교통,"교통,수송 > 교통시설 > 항구,포구",제주 서귀포시,제주특별자치도 서귀포시 대정읍 신도리,33.2770615,126.1699534,남부,서귀포시,
P_0072,아프리카박물관,관광지,"여행,명소>박물관",,제주특별자치도 서귀포시 이어도로 49,제주특별자치도 서귀포시 대포동 1833,33.2398931154026,126.429021511628,남부,서귀포시,
P_0073,액트몬 제주점,관광지,"여행,명소>테마파크",,제주특별자치도 서귀포시 중문관광로 205,제주특별자치도 서귀포시 중문동 2565,33.2436862880485,126.421518205251,남부,서귀포시,
P_0074,엉덩물계곡,관광지,여행,"여행 > 관광,명소 > 계곡",제주특별자치도 서귀포시 중문관광로110번길 15,제주특별자치도 서귀포시 색달동 2864-36,33.2481902,126.4132558,남부,서귀포시,
P_0075,엉또폭포,관광지,여행,"교통,수송 > 교통시설 > 주차장",제주 서귀포시,제주특별자치도 서귀포시 강정동 1561-1,33.26765,126.4984,남부,서귀포시,
P_0076,엉터리공화국,관광지,"문화,예술>미술관",,제주특별자치도 서귀포시 남원읍 태수로 711,제주특별자치도 서귀포시 남원읍 수망리 685,33.3385165988397,126.708822729395,남부,서귀포시,
P_0077,영락리방파제,관광지,교통,"여행 > 관광,명소 > 방조제",제주 서귀포시,제주특별자치도 서귀포시 대정읍 무릉리 3783-3,33.2530549,126.1940014,남부,서귀포시,
P_0078,오름건설,관광지,건설업>종합건설업,,제주특별자치도 서귀포시 천제연로 278,제주특별자치도 서귀포시 중문동 1883-2,33.2509471940121,126.434307848364,남부,서귀포시,
P_0079,오션클라우드하우스,관광지,"서비스,산업>임대업",,제주특별자치도 서귀포시 천제연로178번길 24,제주특별자치도 서귀포시 중문동 2330-6,33.2497685122945,126.423413838779,남부,서귀포시,
P_0080,오월에제주,관광지,쇼핑,"가정,생활 > 생활용품점 > 인테리어장식판매",제주특별자치도 서귀포시 대포로 77,제주특별자치도 서귀포시 대포동 1578-3,33.2429601,126.4322413,남부,서귀포시,0507-1340-3005
P_0081,옷귀마테마타운전망대,관광지,"기업,빌딩>부속건물",,,제주특별자치도 서귀포시 남원읍 한남리 1630,33.3404272488742,126.681711599723,남부,서귀포시,
P_0082,왈종 미술관,관광지,"문화,예술>미술관",,제주특별자치도 서귀포시 칠십리로214번길 30,제주특별자치도 서귀포시 동홍동 281-2,33.2451967487512,126.573696696287,남부,서귀포시,
P_0083,워터월드 제주,관광지,여행,"여행 > 관광,명소 > 테마파크",제주특별자치도 서귀포시 월드컵로 33,제주특별자치도 서귀포시 법환동 914,33.245346,126.5087052,남부,서귀포시,010-4221-6430
P_0084,월평포구,관광지,여행,"교통,수송 > 교통시설 > 항구,포구",제주 서귀포시,제주특별자치도 서귀포시 강정동,33.2343351,126.4634068,남부,서귀포시,
P_0085,이승악,관광지,여행,"여행 > 관광,명소 > 오름",제주 서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산 2-4,33.339857,126.622325,남부,서귀포시,
P_0086,이승이오름,관광지,여행,"여행 > 관광,명소 > 오름",제주 서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산 2-4,33.3401508,126.6222376,남부,서귀포시,
P_0087,이정의댁,관광지,"카페,디저트>카페",,제주특별자치도 서귀포시 예래로144번길 22,제주특별자치도 서귀포시 상예동 1429,33.2496934983083,126.392024851553,남부,서귀포시,
P_0088,인생민물장어 중문점,관광지,"한식>장어,먹장어요리",,제주특별자치도 서귀포시 천제연로208번길 3,제주특별자치도 서귀포시 중문동 2035-5,33.2512543904087,126.426984641099,남부,서귀포시,
P_0089,자구리공원,관광지,여행,여행 > 공원,제주특별자치도 서귀포시 칠십리로 120-12,제주특별자치도 서귀포시 서귀동 6,33.2423945,126.5672941,남부,서귀포시,
P_0090,자구리공원담수욕장,관광지,여행,,제주 서귀포시,제주특별자치도 서귀포시,33.25406463,126.5595635,남부,서귀포시,
P_0091,장가네 해장국,관광지,한식>해장국,,제주특별자치도 서귀포시 중문상로17번길 4,제주특별자치도 서귀포시 중문동 2128-1,33.2503725304437,126.423982678719,남부,서귀포시,
P_0092,정모시쉼터,관광지,여행,"여행 > 관광,명소",제주 서귀포시 칠십리로 156-8,제주특별자치도 서귀포시 서귀동 962,33.2466802,126.5718274,남부,서귀포시,
P_0093,정방폭포,관광지,여행,"여행 > 관광,명소 > 폭포",제주 서귀포시 칠십리로214번길 37,제주특별자치도 서귀포시 서귀동,33.2448813,126.5715834,남부,서귀포시,064-733-1530
P_0094,정방폭포,관광지,"여행,명소>폭포",,제주특별자치도 서귀포시 칠십리로214번길 35,제주특별자치도 서귀포시 동홍동 278,33.2447325480342,126.573159008869,남부,서귀포시,
P_0095,제주고사리해장국 중문본점,관광지,한식>향토음식,,제주특별자치도 서귀포시 천제연로 83,제주특별자치도 서귀포시 색달동 2502-1,33.2552743177404,126.414586142341,남부,서귀포시,
P_0096,제주숲길,관광지,"여행,명소>체험여행",,제주특별자치도 서귀포시 신중로 46,제주특별자치도 서귀포시 법환동 732,33.2545873282702,126.50990303119,남부,서귀포시,
P_0097,제주실탄사격장,관광지,"여행,명소>레저,테마",,제주특별자치도 서귀포시 소보리당로164번길 62,제주특별자치도 서귀포시 상예동 2802,33.2638649366272,126.38543371798,남부,서귀포시,
P_0098,제주올레길10코스,관광지,"여행,명소>도보코스",,,제주특별자치도 서귀포시 대정읍 상모리 1-7,33.2140967005311,126.293751486398,남부,서귀포시,
P_0099,제주올레길7-1코스,관광지,"여행,명소>도보코스",,제주특별자치도 서귀포시 호근로 110,제주특별자치도 서귀포시 호근동 1883,33.2602339844422,126.527073619431,남부,서귀포시,
P_0100,제주올레길7코스,관광지,"여행,명소>도보코스",,,제주특별자치도 서귀포시 법환동 286-3,33.2373154557281,126.515607892838,남부,서귀포시,
P_0101,제주올레길8코스,관광지,"여행,명소>도보코스",,,제주특별자치도 서귀포시 색달동 2091-5,33.2577821451293,126.404704044378,남부,서귀포시,
P_0102,제주유리박물관,관광지,"여행,명소>박물관",,제주특별자치도 서귀포시 중산간서로 1403,제주특별자치도 서귀포시 상예동 4303,33.2781921420105,126.37006365526,남부,서귀포시,
P_0103,제주제트,관광지,"스포츠,오락>수상,해양레저",,제주특별자치도 서귀포시 대포로 172-5,제주특별자치도 서귀포시 대포동 2184-10,33.2384882639976,126.43948150877,남부,서귀포시,
P_0104,제주추사관,관광지,"문화,예술>미술관",,제주특별자치도 서귀포시 대정읍 추사로 44,제주특별자치도 서귀포시 대정읍 안성리 1661-1,33.2501647959745,126.278289079035,남부,서귀포시,
P_0105,제주포슬,관광지,,,제주특별자치도 서귀포시 대정읍 무영로228번길 17-7,제주특별자치도 서귀포시 대정읍 무릉리 940-4,33.28113576,126.2235508,남부,서귀포시,
P_0106,제주한라국수,관광지,음식점>한식,,제주특별자치도 서귀포시 대포복개로 138,제주특별자치도 서귀포시 대포동 731,33.2502033834397,126.435703342403,남부,서귀포시,
P_0107,제주해양레저,관광지,"스포츠,오락>서핑,윈드서핑",,제주특별자치도 서귀포시 중문관광로 192,제주특별자치도 서귀포시 중문동 2785-2,33.2475480573678,126.41852742277,남부,서귀포시,
P_0108,제지기오름,관광지,여행,"여행 > 관광,명소 > 오름",제주 서귀포시,제주특별자치도 서귀포시 보목동 275-1,33.2416278,126.6094737,남부,서귀포시,
P_0109,조안베어뮤지엄,관광지,"여행,명소>박물관",,제주특별자치도 서귀포시 대포로 113,제주특별자치도 서귀포시 대포동 1959,33.240270364774,126.43413360002,남부,서귀포시,
P_0110,주상절리안내소 스탬프찍는곳,관광지,"여행,명소>거리,골목",,,제주특별자치도 서귀포시 중문동,33.2533312875494,126.433639283924,남부,서귀포시,
P_0111,중문단지 축구장,관광지,여가,"스포츠,레저 > 축구 > 축구장",제주 서귀포시,제주특별자치도 서귀포시 대포동 2499,33.2347645,126.4330781,남부,서귀포시,064-760-3627
P_0112,중문삼계탕,관광지,"한식>백숙,삼계탕",,제주특별자치도 서귀포시 중문로5번길 13,제주특별자치도 서귀포시 중문동 2167-13,33.2529405427419,126.42194495881,남부,서귀포시,
P_0113,중문색달해수욕장,관광지,여행,"여행 > 관광,명소 > 해수욕장,해변",제주 서귀포시,제주특별자치도 서귀포시 색달동 3039,33.2451774,126.4114959,남부,서귀포시,064-738-4843
P_0114,중문색달해수욕장,관광지,"여행,명소>해수욕장,해변",,,제주특별자치도 서귀포시 색달동,33.2789963105327,126.408364083646,남부,서귀포시,
P_0115,중문우동한그릇 서귀포본점,관광지,음식점>일식>일식당,,제주특별자치도 서귀포시 중문관광로 9,제주특별자치도 서귀포시 색달동 2314-1,33.2571827393859,126.41538268149,남부,서귀포시,
P_0116,중문통갈치조림구이 기원은갈치,관광지,"한식>해물,생선요리",,제주특별자치도 서귀포시 색달중앙로 22,제주특별자치도 서귀포시 색달동 2277-3,33.2574811718014,126.413868719174,남부,서귀포시,
P_0117,지냇물다리,관광지,지도정보,"교통,수송 > 도로시설 > 교량,다리",제주 서귀포시,제주특별자치도 서귀포시 강정동 5628,33.2418915,126.4929341,남부,서귀포시,
P_0118,지미호아이엔지,관광지,쇼핑,"가정,생활 > 패션 > 의류판매",제주특별자치도 서귀포시 소보리당로164번길 63,제주특별자치도 서귀포시 상예동 2804-1,33.2640944,126.3845047,남부,서귀포시,064-738-0890
P_0119,천제연폭포,관광지,여행,"여행 > 관광,명소 > 폭포",제주특별자치도 서귀포시 천제연로 132,제주특별자치도 서귀포시 중문동 2232,33.2526755,126.4183742,남부,서귀포시,064-760-6331
P_0120,천지연폭포,관광지,"여행,명소>폭포",,제주특별자치도 서귀포시 남성중로 2-15,제주특별자치도 서귀포시 서홍동 666-1,33.2447309695007,126.559798168615,남부,서귀포시,
P_0121,취향의섬 북앤띵즈,관광지,쇼핑,"문화,예술 > 도서 > 서점",제주특별자치도 서귀포시 속골로 66-7,제주특별자치도 서귀포시 호근동 1536,33.2457017,126.5313972,남부,서귀포시,010-2931-4797
P_0122,카페블루핀,관광지,"음식점>카페,디저트",,제주특별자치도 서귀포시 법환망달로 61,제주특별자치도 서귀포시 법환동 297,33.2374818923007,126.516951561368,남부,서귀포시,
P_0123,카페오놀,관광지,"음식점>카페,디저트",,제주특별자치도 서귀포시 대포로 174,제주특별자치도 서귀포시 대포동 2367-1,33.2387445664083,126.439554978505,남부,서귀포시,
P_0124,커피베이 제주회수점,관광지,"카페,디저트>카페",,제주특별자치도 서귀포시 1100로 236,제주특별자치도 서귀포시 회수동 271-3,33.2675193127779,126.446962377798,남부,서귀포시,
P_0125,쿰다 당구장 &amp; 펍,관광지,"술집>맥주,호프",,제주특별자치도 서귀포시 중문상로 74,제주특별자치도 서귀포시 중문동 1678-1,33.2546854064604,126.427333225725,남부,서귀포시,
P_0126,큰엉해안경승지,관광지,여행,"여행 > 관광,명소 > 해수욕장,해변",제주특별자치도 서귀포시 남원읍 태위로 522-17,제주특별자치도 서귀포시 남원읍 남원리 2379-3,33.2732368,126.7033861,남부,서귀포시,
P_0127,태웃개,관광지,여행,"여행 > 관광,명소",제주 서귀포시 태위로398번길 57,제주특별자치도 서귀포시 남원읍 위미리 69,33.270678,126.6909048,남부,서귀포시,
P_0128,테디베어뮤지엄,관광지,"여행,명소>테마파크",,제주특별자치도 서귀포시 중문관광로110번길 31,제주특별자치도 서귀포시 색달동 2889,33.24998058856,126.412150380782,남부,서귀포시,
